Crossing ID,Google Maps,County,City,Route,Street,Urban Rural,MPO,RPO,Primary RR,Trains Per Day,TPD Source,TPD Year,Train Speed,Total Tracks,Warning Device,Is Shortline RR,Is Amtrak Service,Road Class,Road Lanes,Road Speed,AADT,AADT Truck,AADT Year,Crashes 5yrs,Crashes PDO,Crashes Injury,Crashes Fatal,Blocked Reports,Lat WGS84,LonWGS84,ObjectId,x,y
927835B,"https://www.google.com/maps/@41.49787471,-81.70200177,200m/data=!3m1!1e3",CUYAHOGA,CLEVELAND,MR 5309,OLD RIVER RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,GCRT - Greater Cleveland Regional Transit Authority,28,PUCO/FRA,Unknown,15,2,Lights and Gates,Yes,No,7 - Local,2,25,704,28,2020,0,0,0,0,0,41.49787471,-81.70200177,1081,-9095025.23382754,5086057.7663692
472197F,"https://www.google.com/maps/@41.48686192,-81.77535605,200m/data=!3m1!1e3",CUYAHOGA,LAKEWOOD,MR 7639,COVE AVE,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,4,FRA,2020,35,1,Lights and Gates,No,No,7 - Local,2,25,3109,93,2020,0,0,0,0,0,41.48686192,-81.77535605,1573,-9103190.99492464,5084421.09586295
510101U,"https://www.google.com/maps/@41.67813426,-83.50099301,200m/data=!3m1!1e3",LUCAS,TOLEDO,MR 879,CHASE ST,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,AA - Ann Arbor Railroad,4,PUCO/FRA,2019,10,1,Flashing Lights,Yes,No,7 - Local,4,25,538,17,2021,0,0,0,0,0,41.67813426,-83.50099301,2163,-9295288.0226059,5112886.79158013
472542L,"https://www.google.com/maps/@41.09142072,-84.43804207,200m/data=!3m1!1e3",PAULDING,MELROSE,TR 165,RD 165,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,24,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,1,45,70,4,2020,0,0,0,0,0,41.09142072,-84.43804207,3986,-9399599.84681341,5025835.56527592
481599L,"https://www.google.com/maps/@41.02558775,-82.90274324,200m/data=!3m1!1e3",SENECA,ATTICA,CR 8,E CR 8,Rural,None,None,NS - Norfolk Southern Railway Company,33,FRA,2020,60,2,Lights and Gates,No,No,7 - Local,2,45,159,8,2020,0,0,0,0,0,41.02558775,-82.90274324,4327,-9228691.1628423,5016116.58404478
473577R,"https://www.google.com/maps/@41.1036042,-82.12320338,200m/data=!3m1!1e3",MEDINA,SPENCER,SR 301,N STATE ST,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,WE - Wheeling & Lake Erie Railway Company,10,PUCO/FRA,2021,40,2,Lights and Gates,Yes,No,5 - Major Collector,2,35,2984,259,2021,0,0,0,0,18,41.1036042,-82.12320338,3245,-9141913.18257404,5027635.29101404
142024F,"https://www.google.com/maps/@40.96038761,-81.7474879,200m/data=!3m1!1e3",WAYNE,RITTMAN,TR 250,HATFIELD RD,Rural,Akron Metropolitan Area Transportation Study (Akron),None,CSX - CSX Transportation,21,PUCO/FRA,2022,60,2,Lights and Gates,No,No,7 - Local,2,45,279,14,2021,0,0,0,0,0,40.96038761,-81.7474879,5409,-9100088.72665729,5006500.59995201
002116H,"https://www.google.com/maps/@41.10291548,-81.60376664,200m/data=!3m1!1e3",SUMMIT,COPLEY,CR 77,SHOCALOG PL,Urban,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,5,FRA,2021,49,1,Flashing Lights,Yes,No,7 - Local,2,35,2412,73,2021,0,0,0,0,0,41.10291548,-81.60376664,4576,-9084089.74917793,5027533.5454064
155750P,"https://www.google.com/maps/@41.18206747,-83.92029502,200m/data=!3m1!1e3",HENRY,DESHLER,CR B,CO RD B,Rural,None,Maumee Valley Planning Organization,CSX - CSX Transportation,16,FRA,2023,50,1,Lights and Gates,No,No,7 - Local,2,55,97,5,2020,0,0,0,0,0,41.18206747,-83.92029502,2655,-9341964.50884769,5039233.7787316
477034N,"https://www.google.com/maps/@40.50908503,-84.60242977,200m/data=!3m1!1e3",MERCER,COLDWATER,CR 110,ST ANTHONY RD,Rural,None,None,RJCW - R. J. Corman Western Ohio Line,2,PUCO/FRA,2019,25,1,Lights and Gates,Yes,No,5 - Major Collector,2,45,652,33,2021,1,1,0,0,0,40.50908503,-84.60242977,3494,-9417899.40187009,4940199.26714623
473103F,"https://www.google.com/maps/@40.56860097,-81.36347975,200m/data=!3m1!1e3",TUSCARAWAS,MINERAL CITY,CR 109,SOMERDALE RD NE,Rural,None,Ohio Mid-Eastern Governments Association,WE - Wheeling & Lake Erie Railway Company,4,FRA,2021,50,1,Crossbucks,Yes,No,7 - Local,2,55,132,7,2021,0,0,0,0,0,40.56860097,-81.36347975,4084,-9057341.13493882,4948917.14292209
513734U,"https://www.google.com/maps/@40.90659921,-83.64677113,200m/data=!3m1!1e3",HANCOCK,ARLINGTON,CR 24,CR 24,Rural,None,None,CSX - CSX Transportation,7,PUCO/FRA,2021,50,1,Lights and Gates,No,No,7 - Local,2,45,249,13,2021,0,0,0,0,0,40.90659921,-83.64677113,2412,-9311515.9686931,4998574.81453442
503618D,"https://www.google.com/maps/@40.84064953,-81.76743001,200m/data=!3m1!1e3",WAYNE,ORRVILLE,CR 551,W MARKET ST,Urban,None,None,NS - Norfolk Southern Railway Company,0,FRA,2022,15,1,Flashing Lights,No,No,4 - Minor Arterial,4,25,3622,145,2021,0,0,0,0,0,40.84064953,-81.76743001,5166,-9102308.67218784,4988865.84241509
503455W,"https://www.google.com/maps/@40.74249732,-81.08064623,200m/data=!3m1!1e3",COLUMBIANA,MINERVA,US 30,US-30,Rural,None,Ohio Mid-Eastern Governments Association,OHIC - Ohi-Rail Corporation,4,PUCO/FRA,2019,10,1,Flashing Lights,Yes,No,3 - Principal Arterial,2,35,4576,615,2021,0,0,0,0,0,40.74249732,-81.08064623,491,-9025856.25151316,4974433.95081727
869962S,"https://www.google.com/maps/@40.87678508,-80.75694251,200m/data=!3m1!1e3",COLUMBIANA,NEGLEY,CR 539,WALNUT ST,Urban,None,Ohio Mid-Eastern Governments Association,"YSRR - Youngstown & Southeastern Railroad Company, Inc.",1,PUCO/FRA,2021,10,2,Crossbucks,Yes,No,5 - Major Collector,2,Unknown,424,10,2021,0,0,0,0,0,40.87678508,-80.75694251,740,-8989821.71823487,4994184.44361588
524723M,"https://www.google.com/maps/@39.22320856,-84.45016052,200m/data=!3m1!1e3",HAMILTON,LOCKLAND,MR 3720,DUNN ST,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,NS - Norfolk Southern Railway Company,38,PUCO/FRA,2020,40,2,Lights and Gates,No,No,7 - Local,4,15,1001,20,2020,0,0,0,0,29,39.22320856,-84.45016052,1230,-9400948.86649662,4753694.90318364
151926J,"https://www.google.com/maps/@39.51519956,-83.53631517,200m/data=!3m1!1e3",FAYETTE,Washington Courthouse,TR 63,CLINE RD NW,Rural,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,2,FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,94,5,2020,0,0,0,0,0,39.51519956,-83.53631517,1722,-9299220.06747082,4795740.4845325
527730H,"https://www.google.com/maps/@40.11502276,-83.75138196,200m/data=!3m1!1e3",CHAMPAIGN,URBANA,US 68,N MAIN ST,Urban,None,Logan-Union-Champaign Regional Planning Commission,IORY - Indiana & Ohio Railway,0,PUCO/FRA,2017,10,1,Lights and Gates,Yes,No,3 - Principal Arterial,2,35,10836,673,2021,0,0,0,0,0,40.11502276,-83.75138196,99,-9323161.19302016,4882671.17875281
517453Y,"https://www.google.com/maps/@40.11629429,-82.12027776,200m/data=!3m1!1e3",MUSKINGUM,FRAZEYSBURG,MR 82,CLAY ST,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,2,FRA,2022,40,1,Lights and Gates,Yes,No,7 - Local,2,25,208,6,2020,0,0,0,0,0,40.11629429,-82.12027776,3935,-9141587.50404539,4882856.2679127
510690L,"https://www.google.com/maps/@40.32680729,-80.9485694,200m/data=!3m1!1e3",HARRISON,CADIZ,TR 552,TR 552 RD,Rural,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,1,FRA,2016,10,1,Crossbucks,Yes,No,7 - Local,2,55,30,Unknown,2020,0,0,0,0,0,40.32680729,-80.9485694,2312,-9011153.52605197,4913547.29518952
961065V,"https://www.google.com/maps/@40.37316527,-80.61004,200m/data=!3m1!1e3",JEFFERSON,STEUBENVILLE,MR 347,LABELLE AVE,Urban,Brooke-Hancock-Jefferson Metropolitan Planning Commission (Steubenville-Weirton),None,NS - Norfolk Southern Railway Company,8,PUCO/FRA,2020,15,2,Lights and Gates,No,No,7 - Local,2,25,Unknown,Unknown,2021,0,0,0,0,0,40.37316527,-80.61004,2804,-8973468.60562542,4920318.74458605
142135X,"https://www.google.com/maps/@41.05474064,-82.68240161,200m/data=!3m1!1e3",HURON,WILLARD,CR 45,PERU CENTER RD,Rural,None,None,CSX - CSX Transportation,41,FRA,2022,79,2,Lights and Gates,No,No,7 - Local,2,55,827,42,2021,0,0,0,0,1,41.05474064,-82.68240161,2853,-9204162.84479014,5020419.25174529
477649F,"https://www.google.com/maps/@41.38330345,-84.15267513,200m/data=!3m1!1e3",HENRY,NAPOLEON,CR O1,CO RD O 1,Rural,None,Maumee Valley Planning Organization,"NDW - Napoleon, Defiance & Western",1,PUCO/FRA,2017,10,1,Crossbucks,Yes,No,7 - Local,2,55,1750,88,2020,0,0,0,0,0,41.38330345,-84.15267513,2263,-9367832.94436338,5069044.29465343
509405N,"https://www.google.com/maps/@41.54736628,-83.28024019,200m/data=!3m1!1e3",OTTAWA,ELLISTON,CR 208,N ELLISTON-TROWBRIDGE RD,Rural,None,None,NS - Norfolk Southern Railway Company,50,PUCO/FRA,2022,79,2,Lights and Gates,No,Yes,7 - Local,2,40,378,19,2021,0,0,0,0,0,41.54736628,-83.28024019,3886,-9270713.93109232,5093416.41540254
503113W,"https://www.google.com/maps/@41.75119612,-80.70512466,200m/data=!3m1!1e3",ASHTABULA,JEFFERSON,SR 167,SR-167,Rural,None,None,NS - Norfolk Southern Railway Company,4,FRA,2020,40,1,Lights and Gates,No,No,5 - Major Collector,2,55,2103,136,2021,0,0,0,0,0,41.75119612,-80.70512466,148,-8984053.38155887,5123782.38482223
473186W,"https://www.google.com/maps/@40.83450014,-81.8037928,200m/data=!3m1!1e3",WAYNE,ORRVILLE,TR 145,CHIPPEWA RD,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,8,FRA,2021,50,1,Lights and Gates,Yes,No,7 - Local,2,45,392,20,2021,0,0,0,0,0,40.83450014,-81.8037928,5558,-9106356.55945446,4987961.0348722
474350B,"https://www.google.com/maps/@40.77148323,-81.41837082,200m/data=!3m1!1e3",STARK,CANTON,CR 246,GAMBRINUS AVE,Urban,Stark County Area Transportation Study (Canton),None,TKSX - TimkenSteel,6,PUCO/FRA,Unknown,35,1,Flashing Lights,Yes,No,4 - Minor Arterial,4,40,6180,626,2021,0,0,0,0,0,40.77148323,-81.41837082,4968,-9063451.58090032,4978693.69903545
474493Y,"https://www.google.com/maps/@40.73774183,-81.1504315,200m/data=!3m1!1e3",STARK,ROBERTSVILLE,TR 130,WYNNGATE ST,Rural,Stark County Area Transportation Study (Canton),None,WE - Wheeling & Lake Erie Railway Company,0,FRA,2021,25,1,Crossbucks,Yes,No,7 - Local,1,Unknown,297,15,2020,0,0,0,0,0,40.73774183,-81.1504315,4427,-9033624.71223443,4973735.26476881
155733Y,"https://www.google.com/maps/@41.0872193,-83.99218961,200m/data=!3m1!1e3",PUTNAM,LEIPSIC,CR F- 6,RD F-6,Rural,None,None,CSX - CSX Transportation,17,FRA,2022,50,2,Lights and Gates,No,No,7 - Local,2,45,440,22,2020,0,0,0,0,0,41.0872193,-83.99218961,3345,-9349967.77799728,5025215.01508888
155744L,"https://www.google.com/maps/@41.15308918,-83.94229022,200m/data=!3m1!1e3",PUTNAM,BELMORE,TR B,OAK ST,Rural,None,None,CSX - CSX Transportation,17,FRA,2021,50,1,Lights and Gates,No,No,7 - Local,2,25,22,1,2020,0,0,0,0,0,41.15308918,-83.94229022,3394,-9344413.00331159,5034948.57407832
476779Y,"https://www.google.com/maps/@41.11207777,-83.51317455,200m/data=!3m1!1e3",HANCOCK,ARCADIA,MR 12,N MAIN ST,Rural,None,None,NS - Norfolk Southern Railway Company,11,FRA,2020,49,1,Flashing Lights,No,No,7 - Local,2,25,684,21,2020,0,0,0,0,0,41.11207777,-83.51317455,1771,-9296644.06543577,5028887.19117568
142834X,"https://www.google.com/maps/@40.66788135,-81.35835005,200m/data=!3m1!1e3",STARK,EAST SPARTA,CR 281,WALNUT ST,Rural,Stark County Area Transportation Study (Canton),None,WE - Wheeling & Lake Erie Railway Company,2,PUCO/FRA,2021,25,1,Lights and Gates,Yes,No,6 - Minor Collector,2,25,566,147,2021,0,0,0,0,0,40.66788135,-81.35835005,4476,-9056770.0993469,4963476.9739191
532766B,"https://www.google.com/maps/@40.86495246,-84.52867897,200m/data=!3m1!1e3",VAN WERT,VAN WERT,TR 127,GILLILAND RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",4,PUCO/FRA,2020,40,1,Crossbucks,Yes,No,7 - Local,2,55,240,12,2020,0,0,0,0,1,40.86495246,-84.52867897,5017,-9409689.50036849,4992442.54310849
532736J,"https://www.google.com/maps/@40.81635456,-84.27006715,200m/data=!3m1!1e3",ALLEN,ELIDA,CR 84,W STATE RD,Rural,Lima-Allen County Regional Planning Commission (Lima),None,"CFE - Chicago, Ft. Wayne & Eastern",4,PUCO/FRA,2020,40,1,Lights and Gates,Yes,No,6 - Minor Collector,2,45,472,17,2021,0,0,0,0,0,40.81635456,-84.27006715,640,-9380900.96425297,4985291.62374157
532608B,"https://www.google.com/maps/@40.8207121,-83.18876568,200m/data=!3m1!1e3",WYANDOT,NEVADA,CR 128,CH 128,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,91,5,2021,0,0,0,0,0,40.8207121,-83.18876568,5509,-9260531.03521855,4985932.59838549
481574R,"https://www.google.com/maps/@40.85595069,-82.95448564,200m/data=!3m1!1e3",CRAWFORD,BUCYRUS,TR 81,QUAINTANCE RD,Rural,None,None,NS - Norfolk Southern Railway Company,33,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,45,118,6,2021,0,0,0,0,0,40.85595069,-82.95448564,1181,-9234451.10046273,4991117.58537539
265033V,"https://www.google.com/maps/@40.87276565,-82.30765604,200m/data=!3m1!1e3",ASHLAND,ASHLAND,MR 181,MILLER ST,Urban,None,None,ASRY - Ashland Railway Inc.,1,PUCO/FRA,Unknown,50,2,Crossbucks,Yes,No,7 - Local,2,25,930,56,2021,0,0,0,0,0,40.87276565,-82.30765604,689,-9162446.35876071,4993592.70144349
152401U,"https://www.google.com/maps/@39.39705094,-84.55805148,200m/data=!3m1!1e3",BUTLER,HAMILTON,CR 717,MAPLE AVE,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,CSX - CSX Transportation,24,PUCO/FRA,2022,20,2,Lights and Gates,No,No,5 - Major Collector,4,25,7904,317,2021,1,1,0,0,0,39.39705094,-84.55805148,285,-9412959.23322501,4778706.3505609
262203C,"https://www.google.com/maps/@39.9196155,-83.87626734,200m/data=!3m1!1e3",CLARK,SPRINGFIELD,TR 227,OLD MILL RD,Rural,Clark County-Springfield Transportation Coordinating Committee (Springfield),None,IORY - Indiana & Ohio Railway,0,FRA,2017,50,1,Lights and Gates,Yes,No,7 - Local,2,45,528,27,2021,0,0,0,0,0,39.9196155,-83.87626734,949,-9337063.36992928,4854267.88960767
151709J,"https://www.google.com/maps/@40.01550528,-81.61531882,200m/data=!3m1!1e3",GUERNSEY,CAMBRIDGE,CR 430,FAIRDALE DR,Urban,None,Ohio Mid-Eastern Governments Association,CUOH - Columbus & Ohio River Railroad,1,FRA,2022,25,1,Lights and Gates,Yes,No,5 - Major Collector,2,25,2355,189,2021,0,0,0,0,0,40.01550528,-81.61531882,1874,-9085375.73197308,4868195.72042458
258663X,"https://www.google.com/maps/@40.43962332,-84.03699645,200m/data=!3m1!1e3",SHELBY,JACKSON CENTER,SR 274,W PIKE ST,Rural,None,None,IORY - Indiana & Ohio Railway,4,FRA,2017,49,1,Lights and Gates,Yes,No,5 - Major Collector,4,35,4961,907,2021,0,0,0,0,1,40.43962332,-84.03699645,4791,-9354955.65261014,4930034.31635999
155283E,"https://www.google.com/maps/@40.5765915,-84.18803859,200m/data=!3m1!1e3",AUGLAIZE,WAPAKONETA,CR 151,N WATER ST,Urban,None,None,CSX - CSX Transportation,16,FRA,2022,50,1,Lights and Gates,No,No,5 - Major Collector,2,25,2424,85,2021,0,0,0,0,0,40.5765915,-84.18803859,546,-9371769.58672327,4950088.18327639
518421W,"https://www.google.com/maps/@40.59004354,-83.12892561,200m/data=!3m1!1e3",MARION,MARION,MR 303,N MAIN ST,Urban,None,Central Ohio Rural Planning Organization,CSX - CSX Transportation,14,PUCO/FRA,2022,30,1,Lights and Gates,No,No,5 - Major Collector,4,25,6464,202,2021,0,0,0,0,0,40.59004354,-83.12892561,3866,-9253869.66909712,4952059.94315603
477980F,"https://www.google.com/maps/@41.56032545,-84.73032544,200m/data=!3m1!1e3",WILLIAMS,EDON,CR 229,CO RD 5,Rural,None,Maumee Valley Planning Organization,"IN - Indiana Northeastern Railroad Company, Inc.",1,PUCO/FRA,2020,20,1,Crossbucks,Yes,No,6 - Minor Collector,2,45,413,29,2021,0,0,0,0,0,41.56032545,-84.73032544,5194,-9432136.68272915,5095344.17864885
513606L,"https://www.google.com/maps/@41.53507639,-83.5669162,200m/data=!3m1!1e3",WOOD,LIME CITY,US 20,US-20,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,CSX - CSX Transportation,4,FRA,2020,50,1,Lights and Gates,No,No,3 - Principal Arterial,2,55,12989,1095,2021,0,0,0,0,0,41.53507639,-83.5669162,5526,-9302626.55854816,5091588.56898673
509150U,"https://www.google.com/maps/@41.52630819,-83.43399124,200m/data=!3m1!1e3",WOOD,WOODVILLE,TR 16,BRADNER RD,Rural,Toledo Metropolitan Area Council of Governments (Toledo),None,CSX - CSX Transportation,2,FRA,2020,10,1,Crossbucks,No,No,7 - Local,2,45,257,34,2021,0,0,0,0,0,41.52630819,-83.43399124,5455,-9287829.41968725,5090284.7075106
472268A,"https://www.google.com/maps/@41.47861843,-82.04749127,200m/data=!3m1!1e3",LORAIN,AVON,CR 78,MOORE RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,NS - Norfolk Southern Railway Company,13,PUCO/FRA,2020,60,2,Lights and Gates,No,No,5 - Major Collector,2,25,3195,128,2021,1,1,0,0,9,41.47861843,-82.04749127,2538,-9133484.94904196,5083196.1681112
477477A,"https://www.google.com/maps/@41.68873841,-84.38017964,200m/data=!3m1!1e3",FULTON,FAYETTE,TR 27,CO RD 27,Rural,None,Maumee Valley Planning Organization,NS - Norfolk Southern Railway Company,10,FRA,2022,60,1,Lights and Gates,No,No,7 - Local,2,45,66,4,2021,0,0,0,0,0,41.68873841,-84.38017964,1613,-9393158.63056975,5114467.40276482
960844K,"https://www.google.com/maps/@41.67084826,-83.45367142,200m/data=!3m1!1e3",LUCAS,OREGON,CR 179,CEDAR POINT RD,Urban,Toledo Metropolitan Area Council of Governments (Toledo),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2014,10,1,Crossbucks,No,No,4 - Minor Arterial,2,35,1056,128,2021,0,0,0,0,0,41.67084826,-83.45367142,2206,-9290020.20730357,5111800.92119385
473529B,"https://www.google.com/maps/@40.93105732,-81.87728397,200m/data=!3m1!1e3",WAYNE,CRESTON,TR 108,E STEINER RD,Rural,Akron Metropolitan Area Transportation Study (Akron),None,WE - Wheeling & Lake Erie Railway Company,8,FRA,2021,40,1,Lights and Gates,Yes,No,7 - Local,2,45,311,16,2021,0,0,0,0,0,40.93105732,-81.87728397,5123,-9114537.55907666,5002177.94649419
142904K,"https://www.google.com/maps/@40.98814199,-81.4372862,200m/data=!3m1!1e3",SUMMIT,KRUMROY,MR 3630,LONG RD,Urban,Akron Metropolitan Area Transportation Study (Akron),None,MRTA - Metro Regional Transit Authority,2,PUCO/FRA,Unknown,25,1,Crossbucks,Yes,No,7 - Local,2,25,562,28,2020,0,0,0,0,0,40.98814199,-81.4372862,4862,-9065557.23137008,5010592.7673832
502471C,"https://www.google.com/maps/@40.98772927,-80.95982794,200m/data=!3m1!1e3",MAHONING,BERLIN CENTER,CR 32,W WESTERN RESERVE RD,Rural,Eastgate Reginal Council of Governments (Youngstown),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2022,0,1,Crossbucks,No,No,5 - Major Collector,2,45,719,58,2021,0,0,0,0,0,40.98772927,-80.95982794,3534,-9012406.82099184,5010531.90241677
473687B,"https://www.google.com/maps/@41.30781861,-82.9748386,200m/data=!3m1!1e3",SANDUSKY,CLYDE,SR 510,MAIN ST,Urban,None,None,NS - Norfolk Southern Railway Company,20,FRA,2020,35,2,Lights and Gates,No,No,5 - Major Collector,2,25,4127,218,2021,0,0,0,0,2,41.30781861,-82.9748386,4198,-9236716.78160606,5057851.41040966
141935F,"https://www.google.com/maps/@41.38689194,-81.80485605,200m/data=!3m1!1e3",CUYAHOGA,MIDDLEBURG HEIGHTS,CR 64,SMITH RD,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,0,PUCO/FRA,2021,25,1,Lights and Gates,No,No,4 - Minor Arterial,2,25,9845,56,2021,0,0,0,0,0,41.38689194,-81.80485605,1281,-9106474.91990305,5069576.71889107
142487D,"https://www.google.com/maps/@41.19134058,-81.95870192,200m/data=!3m1!1e3",MEDINA,GRAFTON,TR 23,STATION RD,Rural,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,CSX - CSX Transportation,1,FRA,2022,20,1,Crossbucks,No,No,7 - Local,2,45,578,29,2021,0,0,0,0,0,41.19134058,-81.95870192,3202,-9123600.96381209,5040605.45310313
532703W,"https://www.google.com/maps/@40.74715176,-84.06563612,200m/data=!3m1!1e3",ALLEN,LIMA,TR 163,ROUSH RD,Rural,Lima-Allen County Regional Planning Commission (Lima),None,"CFE - Chicago, Ft. Wayne & Eastern",12,FRA,2017,50,1,Lights and Gates,Yes,No,5 - Major Collector,2,45,5696,461,2021,0,0,0,0,0,40.74715176,-84.06563612,617,-9358143.80609103,4975117.83877378
532599E,"https://www.google.com/maps/@40.8166521,-83.1121067,200m/data=!3m1!1e3",CRAWFORD,NEVADA,TR 11,CRAWFORD WYANDOT LINE RD,Rural,None,None,"CFE - Chicago, Ft. Wayne & Eastern",10,PUCO/FRA,2017,40,1,Crossbucks,Yes,No,7 - Local,2,45,104,5,2020,0,0,0,0,0,40.8166521,-83.1121067,1542,-9251997.39660022,4985335.38920542
481581B,"https://www.google.com/maps/@40.92120857,-82.94018694,200m/data=!3m1!1e3",CRAWFORD,CHATFIELD,TR 27,CAREY RD,Rural,None,None,NS - Norfolk Southern Railway Company,33,FRA,2020,60,1,Lights and Gates,No,No,7 - Local,2,45,147,7,2020,0,0,0,0,0,40.92120857,-82.94018694,1210,-9232859.37645972,5000726.88312028
142149F,"https://www.google.com/maps/@41.08061204,-82.84568576,200m/data=!3m1!1e3",SENECA,WILLARD,TR 104,E TR 104,Rural,None,None,CSX - CSX Transportation,40,PUCO/FRA,2022,60,2,Lights and Gates,No,No,7 - Local,1,45,157,2,2021,0,0,0,0,1,41.08061204,-82.84568576,4530,-9222339.55322275,5024239.20233251
001936C,"https://www.google.com/maps/@40.95753137,-82.94043104,200m/data=!3m1!1e3",CRAWFORD,CHATFIELD,SR 4,N SANDUSKY AVE,Rural,None,None,WE - Wheeling & Lake Erie Railway Company,4,PUCO/FRA,2021,40,1,Lights and Gates,Yes,No,4 - Minor Arterial,2,35,1956,287,2021,0,0,0,0,0,40.95753137,-82.94043104,878,-9232886.54954742,5006079.56725745
152207B,"https://www.google.com/maps/@40.99684195,-82.66810252,200m/data=!3m1!1e3",HURON,PLYMOUTH,MR 321,WALNUT ST,Rural,None,None,ASRY - Ashland Railway Inc.,2,FRA,2020,10,1,Crossbucks,Yes,No,7 - Local,2,25,221,7,2020,0,0,0,0,0,40.99684195,-82.66810252,2870,-9202571.07737254,5011875.86335223
524724U,"https://www.google.com/maps/@39.22068476,-84.45107552,200m/data=!3m1!1e3",HAMILTON,LOCKLAND,CR 7009,DAVIS ST,Urban,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,NS - Norfolk Southern Railway Company,38,PUCO/FRA,2020,40,2,Lights and Gates,No,No,7 - Local,2,15,1500,30,2020,0,0,0,0,40,39.22068476,-84.45107552,1233,-9401050.72383069,4753332.25017876
481806D,"https://www.google.com/maps/@39.00600727,-83.80522383,200m/data=!3m1!1e3",BROWN,SARDINIA,MR 385,FAIRVIEW AVE,Rural,None,Ohio Valley Regional Development Commission,CCET - Cincinnati East Terminal Rwy,10,FRA,2016,25,2,Crossbucks,Yes,No,7 - Local,2,25,48,1,2020,0,0,0,0,0,39.00600727,-83.80522383,262,-9329154.84257192,4722532.09899591
151454P,"https://www.google.com/maps/@39.1047275,-82.57345029,200m/data=!3m1!1e3",JACKSON,WELLSTON,SR 788,SR-788,Rural,None,Ohio Valley Regional Development Commission,OSCR - Ohio South Central Railroad,2,FRA,2017,10,1,Crossbucks,Yes,No,5 - Major Collector,2,45,900,45,2021,0,0,0,0,0,39.1047275,-82.57345029,2561,-9192034.43932649,4736684.00983177
525218W,"https://www.google.com/maps/@39.41135402,-84.24329537,200m/data=!3m1!1e3",WARREN,LEBANON,TR 70,KEEVER RD,Rural,"Ohio-Kentucky-Indiana Regional Council of Governments (Cincinnati, Middletown)",None,LMMV - Lebanon Mason Monroe Railroad,0,PUCO/FRA,2017,10,1,None,Yes,No,7 - Local,2,45,569,28,2020,0,0,0,0,0,39.41135402,-84.24329537,5100,-9377920.74333574,4780766.96703251
923485X,"https://www.google.com/maps/@39.54978809,-84.31307344,200m/data=!3m1!1e3",WARREN,FRANKLIN,CR 601,S RILEY BLVD,Urban,Miami Valley Regional Planning Commission (Dayton),None,NS - Norfolk Southern Railway Company,0,PUCO/FRA,2022,10,1,Flashing Lights,No,No,5 - Major Collector,2,25,11643,447,2021,0,0,0,0,0,39.54978809,-84.31307344,5217,-9385688.40255668,4800732.78167478
151902V,"https://www.google.com/maps/@39.62758584,-83.36884022,200m/data=!3m1!1e3",FAYETTE,BLOOMINGBURG,CR 33,WHITE OAK RD NE,Rural,None,Ohio Valley Regional Development Commission,IORY - Indiana & Ohio Railway,2,PUCO/FRA,2017,25,1,Crossbucks,Yes,No,7 - Local,2,45,426,21,2020,0,0,0,0,0,39.62758584,-83.36884022,1565,-9280576.84131618,4811970.73681729
265077V,"https://www.google.com/maps/@41.0125884,-81.71473391,200m/data=!3m1!1e3",MEDINA,WADSWORTH,MR 436,E BERGEY ST,Urban,"Northeast Ohio Areawide Coordinating Agency (Cleveland, Lorain-Elyria)",None,AB - Akron Barberton Cluster Railway Company,0,FRA,2021,25,2,Crossbucks,Yes,No,5 - Major Collector,2,25,6614,199,2021,0,0,0,0,0,41.0125884,-81.71473391,3225,-9096442.56916904,5014198.62732521
