Aáhi taria
Banded jewelfish
Banded jewelled-blenny
Banded killifish
Banded knifefish
Banded kokopu
Banded lampeye
Banded larimus
Banded leopardblowfish
Banded leporinus
Banded limia
Banded ling
Banded lionfish
Banded lizardfish
Banded loach
Banded long-tom
Banded longfin
Banded longsnout butterflyfish
Banded mackerel
Banded maori
Banded maori-wrasse
Banded mariposa
Banded minnow
Banded mogurnda
Banded monocle bream
Banded moray
Banded morwong
Banded mountain loach
Banded mud moray
Banded mullet goby
Banded mulletgoby
Banded needle fish
Banded needlefish
Banded neolebias
Banded numbfish
Banded panchax
Banded parma
Banded parrotfish
Banded pearlspot
Banded pig-fish
Banded pipefish
Banded ponyfish
Banded prawn goby
Banded puffer
Banded pygmy sunfish
Banded pygmy-angelfish
Banded pyrrhulina
Banded rainbowfish
Banded rattail
Banded reef cod
Banded reef goby
Banded reef-eel
Banded reef-goby
Banded rock cod
Banded rock-fish
Banded rockcod
Banded rockfish
Banded rudderfish
Banded sand cat shark
Banded sand catshark
Banded scad
Banded scalyfin
Banded scat
Banded sculpin
Banded seabream
Banded seaperch
Banded sergeant
Banded shark
Banded sicklefish
Banded sillago
Banded silver-biddy
Banded Snake Eel
Banded snakehead
Banded snipefish
Banded sole
Banded spiny basslet
Banded stargazer
Banded sting-ray
Banded stingaree
Banded stonelifter
Banded sunfish
Banded sweep
Banded tetra
Banded thicklip
Banded Tigris loach
Banded tilapia
Banded toadfish
Banded toby
Banded tongue-fish
Banded tonguefish
Banded topminnow
Banded trevally
Banded triplefin
Banded trumpeter
Banded unicornfish
Banded weedfish
Banded whiptail
Banded whiptail ray
Banded whiptail stingray
Banded whiting
Banded wobbegong
Banded worm goby
Banded wormfish
Banded wrasse
Banded yellowfish
Banded-check reef-cod
Banded-eye sole
Banded-fin flounder
Banded-tail coral-cod
Banded-tail glassy perchlet
Bandedtail goatfish
Bandedtail goby
Bandfin cardinalfish
Bandfin darter
Bandfin frogfish
Bandfin scorpionfish
Bandfin shiner
Bandfin splitfin
Bandfish
Bandhead sandperch
Bandit
Bandit angelfish
Bandit blenny
Bandit catfish
Bandit corydoras
Bandit goby
Bandtail angler
Bandtail dottyback
Bandtail frogfish
Bandtail goatfish
Bandtail notothen
Bandtail puffer
Bandtail pufferfish
Bandtail sea-robin
Bandtail searobin
Bandtail tetra
Bandtail waspfish
Bandtooth conger
Bandula barb
Bandwing Flyingfish
Bang
Bangaii cardinalfish
Bangamary
Bangamarymother
Banggai cardinal fish
Banggai cardinalfish
Banggai damselfish
Bangkok halfbeak
Bangkok river sprat
Bangos
Banjo
Banjo cat
Banjo catfish
Banjo fish
Banjo shark
Banjofish
Banjosid
Bank bass
Bank butterflyfish
Bank cod
Bank cusk-eel
Bank fish
Bank herring
Bank rockfish
Bank sea bass
Bank steenbras
Banka flathead
Bankhead darter
Banks shovelnose ray
Bankslope tilefish
Banner blenny
Banner goby
Banner lyretail
Banner pompano
Banner's pipefish
Bannerfin shiner
Bannerfish
Bannertail catfish
Banstickle
Bantam sunfish
Bantayan butterflyfish
Bantol
Baolan
Bar
Bar eyed goby
Bar jack
Bar rockcod
Bar-breasted rock-cod
Bar-cheek damsel
Bar-cheek trevally
Bar-cheeked eel
Bar-cheeked trout
Bar-cheeked wrasse
Bar-eyed goby
Bar-finned damsel
Bar-head damsel
Bar-tail goatfish
Bar-tail moray
Bar-tailed flathead
Bar-tailed goat-fish
Bar-tailed goatfish
Baramundi cod
Barb
Barbados millions
Barbate dragonfish
Barbed brotula
Barbed pipefish
Barbel
Barbel chub
Barbel clingfish
Barbel drum
Barbel flyingfish
Barbel steed
Barbel sturgeon
Barbel-eel catfish
Barbel-less chemperas
Barbeled catshark
Barbeled hound shark
Barbeled houndshark
Barbeled leaf fish
Barbeled leatherjacket
Barbell
Barbelled eel-pout
Barbelled houndshark
Barbelled klipfish
Barbelled leatherjacket
Barbels
Barbelthroat carpet shark
Barbelthroat carpetshark
Barber
Barber goby
Barber perch
Barber pole
Barber sea perch
Barberfish
Barbeta amarilla
Barbfish
Barbier
Barbless carp
Barbless disc-barb
Barbless dragonfish
Barbless eagle ray
Barbo de Cola Roja
Barbo Mediterraneo
Barbour's seahorse
Barbs
Barbu
Barbu threadfin
Barbudo
Barbulifer
Barbus
Barbus barb
Barca snakehead
Barcheek Amoya
Barcheek blenny
Barcheek coral trout
Barcheek darter
Barcheek kingfish
Barcheek pipefish
Barcheek trevally
Barcheek unicornfish
Barcheeked cardinalfish
Barchin blenny
Barchin scorpionfish
Barcod
Barcoo grunter
Bare-headed perchlet
Bareback anchovy
Barebelly longfin
Barebreast goby
Bared-tail seahorse
Barehead glassfish
Barehead goby
Barenape goby
Bareskin dogfish
Barethroat slickhead
Barfaced grubfish
Barfaced sandsmelt
Barfin blenny
Barfin flounder
Barfin goby
Barfish
Bargibant’s seahorse
Barhead damsel
Barhead Dwarfgoby
Barhead pipefish
Barhead spinefoot
Bariene surgeonfish
Baringo barb
Baringo tilapia
Barje sculpin
Bark catfish
Barless cardinalfish
Barlip reef-eel
Barlip snakemoray
Barn-door skate
Barn-door winter skate
Barna baril
Barnacle blenny
Barnaclebill blenny
Barnard dentex
Barnard's dentex
Barnard's dwarf snailfish
Barnard's lanternfish
Barnard's robber
Barnard's rock-catfish
Barnards lanternfishes
Barndoor skate
Barne's hardyhead
Barne's lanternfish
Barned-face spine-cheek
Barnes' garden eel
Barnes' silverside
Barnett River gudgeon
Barnstickle
Barnystickle
Barnytickle
Baroness butterflyfish
Barotse barb
Barra
Barracouta
Barracouta (snoek)
Barracuda
Barracuda Cardinalfish
Barracuda waitin boy
Barracudina
Barramunda
Barramundi
Barramundi cod
Barramundi perch
Barramundi rock-cod
Barred angelfish
Barred barb
Barred baril
Barred bichir
Barred blenny
Barred bull-head shark
Barred cardinalfish
Barred cichlid
Barred clingfish
Barred conger
Barred cusk eel
Barred danio
Barred dwarfgoby
Barred eagle ray
Barred Eviota
Barred filefish
Barred fingerfin
Barred flagtail
Barred galaxias
Barred garfish
Barred ghoul
Barred glass tetra
Barred grubfish
Barred grunt
Barred grunter
Barred gudgeon
Barred halfbeak
Barred Hamlet
Barred hemiodus
Barred hogfish
Barred jack
Barred javelin
Barred killifish
Barred knifefish
Barred knifejaw
Barred large-eye bream
Barred leiocassis
Barred livebearer
Barred loach
Barred longtom
Barred mackerel
Barred marlin
Barred minnow
Barred moray
Barred mudskipper
Barred muskie
Barred needle fish
Barred needlefish
Barred pargo
Barred pencilfish
Barred perchlet
Barred pipefish
Barred ponyfish
Barred prawn-goby
Barred pygmy goby
Barred queenfish
Barred rabbitfish
Barred rainbowfish
Barred red bass
Barred rockcod
Barred rubberlip
Barred sand bass
Barred sand burrower
Barred sand conger
Barred sandperch
Barred scat
Barred seabass
Barred searobin
Barred seer fish
Barred serrano
Barred shark
Barred short-bodied pipefish
Barred shortbody pipefish
Barred sicklefish
Barred snake eel
Barred snake moray
Barred soapfish
Barred sorubim
Barred Spanish mackerel
Barred spinefoot
Barred spiny basslet
Barred spiny eel
Barred splitfin
Barred squirrel
Barred striped cardinalfish
Barred surfperch
Barred thicklip
Barred thicklip wrasse
Barred threefin
Barred tigerfish
Barred toadfish
Barred Topminnow
Barred trevally
Barred triplefin
Barred unicornfish
Barred wrasse
Barred wriggler
Barred xenia-pipefish
Barred yellowtail scad
Barred-cheek coral trout
Barred-chest grouper
Barred-chest rock-cod
Barred-chin blenny
Barred-face spine-cheek
Barred-fin moray
Barred-tail rockskipper
Barredfin moray
Barredtail corydoras
Barredtail pearlfish
Barredtail squeaker
Barrel goby
Barrel-chest grouper
Barrel-eye
Barrel-sponge ghostgoby
Barrel-sponge goby
Barreleye
Barreleyes
Barrelfish
Barrens darter
Barrens Topminnow
Barrier reef anemonefish
Barrier reef anthias
Barrier reef basslet
Barrier reef chromis
Barrier trevally
Barrimundi cod
Barriolet
Barrmundi cod
Barrumundi
Bars'n spots moray
Barsnout goby
Barspot cardinalfish
Barsukov's pout
Bartail blenny
Bartail flathead
Bartail goatfish
Bartail goby
Bartail jawfish
Bartail moray
Bartail parrotfish
Bartail sculpin
Bartail snailfish
Bartail spurdog
Bartailed flathead
Bartel's dragonet
Bartlett's anthias
Bartlett's fairy basslet
Barton's cichlid
Basa catfish
Bashaw
Basher
Bashful jawfish
Basket hap
Basket mullet
Basketfish
Basketweave cusk-eel
Basketwork eel
Basking shark
Basking tresher
Bass
Bass flathead
Bass flounder
Bass groper
Bass seachub
Bass Strait flounder
Bass Strait pipefish
Bass strait whiting
Bass tetra
Bass whiting
Bass-colored goodeid
Basset-hull's trevally
Bassett-hulls trevally
Basslet
Bastar garua
Bastard
Bastard albacore
Bastard bream
Bastard brill
Bastard Cavalley Pilot
Bastard cod
Bastard Cunningfish
Bastard cusk
Bastard dory
Bastard eel
Bastard grunt
Bastard halibut
Bastard Hogfish
Bastard margaret
Bastard mullet
Bastard mullets
Bastard red cod
Bastard seahorse
Bastard snapper
Bastard soldierfish
Bastard sole
Bastard stonefish
Bastard Sturgeon
Bastard trout
Bastard trumpeter
Bastard weakfish
Bastard whiting
Bat eagle ray
Bat ray
Bata
Bata labeo
Batan longfin
Batangas groppo
Batanta rainbowfish
Batavia batfish
Batavia damsel
Batavian anchovy
Batavian batfish
Batavian parrotfish
Batchwa vacha
Bate's sabertooth anchovy
Bates' killi
Bates' sabretooth anchovy
Batfish
Bath's comb-tooth
Bath's combtooth-blenny
Bath's coralblenny
Bathycongrus macrurus
Bathypelagic rattail
Batman crested loach
Batnose eel
Battalgil spined loach
Batu coris
Batu rainbow-wrasse
Batuna damsel
Batuna's damselfish
Bauchot's flap-headed goby
Bauchot's goby
Baudroie bouché noire
Baunt sand sculpin
Bavispe sucker
Baxters lantern dogfish
Bay anchovy
Bay blenny
Bay capelin
Bay caplin
Bay cardinalfish
Bay flathead
Bay flounder
Bay goby
Bay of Bengal hogfish
Bay pipefish
Bay salmon
Bay sillago
Bay snook
Bay trout
Bay whiff
Bay whiting
Bay-shark
Bayad
Bayer's moray
Bayonet fish
Bayou Darter
Bayou killifish
Bayou topminnow
Beach conger
Beach drum
Beach flounder
Beach goatfish
Beach salmon
Beach silverside
Beachrock mangrove goby
Beachrock mangrovegoby
Beachsalmon
Beacon fish
Beacon tetra
Beaded darter
Beady pipefish
Beagle cusk
Beak
Beaked butterflyfish
Beaked coralfish
Beaked dace
Beaked flyingfish
Beaked galjoen
Beaked guitar fish
Beaked leatherjacket
Beaked minnow
Beaked or Copper-banded butterflyfish
Beaked redfish
Beaked salmon
Beaked sandfish
Beaked slickhead
Beakie
Beaky acropora goby
Bean's bigscale
Bean's sawtooth eel
Bean's sawtoothed eel
Bean's searobin
Bean's serrivomerid eel
Bear Island charr
Bear Lake bullhead
Bear Lake Sculpin
Bear Lake whitefish
Bearbear
Beard
Beard fish
Beard's sculpin
Bearded banded croaker
Bearded Brotula
Bearded catfish
Bearded clingfish
Bearded cod
Bearded codfish
Bearded croaker
Bearded cusk
Bearded cusk-eel
Bearded cuskeel
Bearded dottyback
Bearded eel goby
Bearded eelgoby
Bearded eelpout
Bearded filefish
Bearded flathead goby
Bearded flyingfish
Bearded ghoul
Bearded goby
Bearded hardyhead
Bearded jewfish
Bearded klipfish
Bearded leatherjacket
Bearded mudskipper
Bearded puffer
Bearded rattail
Bearded rock cod
Bearded rockling
Bearded roguefish
Bearded sabretooth blenny
Bearded scorpionfish
Bearded silverside
Bearded soapfish
Bearded southern rock cod
Bearded stone loach
Bearded toadfish
Bearded umbrine
Bearded velvetfish
Bearded warbonnet
Bearded waspfish
Bearded wobbegong
Bearded worm goby
Bearded-croaker
Beardfish
Beardie
Beardie cod
Beardless barb
Beardless codling
Beardless sea catfish
Beardy
Bearfish
Bearhead flyingfish
Bearn beaked dace
Beate's coralbrotula
Beau gregory
Beau’s wrasse
Beaubrummel
Beaubrummel gregory
Beaufort's goby
Beaufort's mouth almighty
Beaugregory
Beaumaris shark
Beautiful Dartfish
Beautiful fusilier
Beautiful goby
Beautiful hover goby
Beautiful prawn-goby
Beautiful rockskipper
Beautiful scaled characin
Beautiful shiner
Beautiful-cheek shrimpgoby
Beautimous wampeejaw
Beautyfin flyingfish
Beaverfish
Bebil
Becker
Beckford's Pencil Fish
Beddome's rock whiting
Bedrock shiner
Behn's damsel
Behn's damselfish
Beige catshark
Beira barb
Beira killifish
Belanger's jewfish
Belanger’s croaker
Belangeri croaker
Belcher’s dragonet
Belgian flag tetra
Belica
Belize anchovy
Belize sea catfish
Belizean sea catfish
Bell's flasher
Bella goby
Bella shrimpgoby
Bellfish
Belligerent sculpin
Bellona flounder
Bellotti's goby
Bellowfish
Bellus lyretail angelfish
Belly pipefish
Belly-barred pipefish
Belly-spotted pygmy-goby
Bellybar pipefish
Bellybarred pipefish
Bellyspot triplefin
Bellystriped blaasop
Beloribitsa
Beloye cisco
Belted barb
Belted beard grunt
Belted blenny
Belted bonito
Belted cardinalfish
Belted lanternfish
Belted Sandfish
Belted wrasse
Beluga
Belut
Ben-Tuvia's goby
Ben-Tuvia’s deepwater dragonet
Bend stick pipefish
Benedetto's pipefish
Bengal corvina
Bengal corvine
Bengal danio
Bengal eel
Bengal escolar
Bengal guitarfish
Bengal loach
Bengal mudeel
Bengal sand diver
Bengal sergeant
Bengal sergeant-major
Bengal snapper
Bengal spaghetti-eel
Bengal thryssa
Bengal tongue sole
Bengal tongue-sole
Bengal tonguesole
Bengal yellowfin seabream
Bengal's flathead
Bengal's sergeant
Bengal's snake-eel
Bengala barb
Benguela hake
Benham's streamerfish
Bennet's shovelnose guitarfish
Bennett's butterfly
Bennett's butterflyfish
Bennett's coralfish
Bennett's cowtail
Bennett's flyingfish
Bennett's moray
Bennett's pufferfish
Bennett's sharpnose puffer
Bennett's stingray
Bennett's Toby
Bennett’s sharpnose puffer
Benoit's lantern fish
Benoit's lanternfish
Bensasi goatfish
Bensbach River Sole
Bent - tooth bristlemouth
Bent - tooth lightfish
Bent stick pipefish
Bent-tooth bristlemouth
Bentfin devil ray
Bentfin devilray
Bentnose rabbitfish
Bentooth
Bentstick pipefish
Benttooth bristlemouth
Beotian riffle dace
Berber ponyfish
Berg redfin
Berg river redfin
Berg-Breede river whitefish
Bergama barb
Bergama barbel
Bering cisco
Bering eelpout
Bering flounder
Bering gunnel
Bering poacher
Bering skate
Bering snailfish
Bering wolffish
Berix
Bermuda anchovy
Bermuda catfish
Bermuda chub
Bermuda halfbeak
Bermuda herring
Bermuda killifish
Bermuda lantern fish
Bermuda lanternfish
Bermuda porgy
Bermuda sea chub
Bermuda tilefish
Berndt's barbudo fish
Berndt's beardfish
Berndt's moray
Berndt's moray eel
Berneo-mullet
Berney's catfish
Bernhard's elephant-snout fish
Berrugato panameño
Berrugato real
Berry fish
Berry's grenadier
Berry's whiptail
Bert Newton fish
Bertelsen's lanternfish
Berthold's killi
Beryx
Besudo sea catfish
Beyazsu chub
Beysehir bleak
Beysehir dace
Beysehir gudgeon
Beysehir minnow
Beysehir nase
Beysehir spined loach
Bhavani barb
Bheema osteobrama
Biafra doctorfish
Biajaca
Biara
Bib
Biblet
Bichique
Bichir
Bicolor angelfish
Bicolor anthias
Bicolor basslet
Bicolor blenny
Bicolor butterflyfish
Bicolor chromis
Bicolor cichlops
Bicolor cleaner wrasse
Bicolor cleanerfish
Bicolor combtooth blenny
Bicolor coralblenny
Bicolor damselfish
Bicolor eel
Bicolor false moray
Bicolor fangblenny
Bicolor goatfish
Bicolor jack
Bicolor minnow
Bicolor molly
Bicolor parma
Bicolor parrotfish
Bicolor scalyfin
Bicolor slickhead
Bicolor spaghetti eel
Bicolor toadfish
Bicolor wrasse
Bicolorbarred weever
Bicolored Bristlemouth
Bicolored butterflyfish
Bicolored cleaner wrasse
Bicolored false moray
Bicolored foxface
Bicolored toby
Bicolour blenny
Bicolour cleaner wrasse
Bicolour fangblenny
Bicolour goatfish
Bicolour parrotfish
Bicoloured cleaner wrasse
Bicoloured dottyback
Bicoloured false moray
Bidyan
Bidyan grunter
Bidyan perch
Bifid clingfish
Biforated carp
Big Amu-Darya shovelnose
Big angler
Big Baikal oilfish
Big belly parrotfish
Big Bend Gambusia
Big Captain
Big catfish
Big cinekop
Big drum
Big eye
Big eye chimaera
Big eye ilisha
Big eye scad
Big eye soldierfish
Big eye thresher shark
Big eye tuna
Big eye tunny
Big head
Big head carp
Big head croaker
Big jawed jumber
Big jawed jumper
Big long-nosed butterflyfish
Big longnose butterflyfish
Big longnosed butterflyfish
Big lufer
Big mud-goby
Big red cardinalfish
Big red cichlid
Big Roughy
Big scale liza
Big skate
Big spot blenny
Big tailed lampeye
Big-bellied sea catfish
Big-bellied Seahorse
Big-belly seahorse
Big-eye
Big-eye anchovy
Big-eye bream
Big-eye carp
Big-eye conger
Big-eye dottyback
Big-eye flying fish
Big-eye giant herring
Big-eye herring
Big-eye kingfish
Big-eye lantern-fish
Big-eye lightfish
Big-eye Mackenzie herring
Big-eye mandarin fish
Big-eye mullet
Big-eye scad
Big-eye shark
Big-eye snapper
Big-eye soldierfish
Big-eye thresher
Big-eye trevally
Big-eye tuna
Big-eye tunny
Big-eye unicorn-cod
Big-eyed bristle-mouth fish
Big-eyed cardinalfish
Big-eyed flathead
Big-eyed frogfish
Big-eyed herring
Big-eyed icefish
Big-eyed jewfish
Big-eyed lantern-fish
Big-eyed lizardfish
Big-eyed mackerel
Big-eyed rock-fish
Big-eyed scad
Big-eyed snapper
Big-eyed squirrelfish
Big-eyed thresher
Big-eyed tongue-sole
Big-eyed whiptail
Big-eyed worm eel
Big-fin bigeye
Big-head croaker
Big-head dragonet
Big-head pennah croaker
Big-head schizothoracin
Big-head seahorse
Big-head threefin
Big-headed jack
Big-headed sculpin
Big-jaw jumper
Big-jawed jumper
Big-lip damsel
Big-lip damsel-fish
Big-longnose butterflyfish
Big-mouth gulper
Big-mouth nannygai
Big-mouthed tenualosa
Big-nose blenny
Big-nose unicorn
Big-scale bonnetmouth
Big-scale parma
Big-scale pomfret
Big-scale sand smelt
Big-scaled black smelt
Big-scaled bream
Big-scaled bullseye
Big-scaled mackerel
Big-scaled redfin
Big-snout croaker
Big-spot angler
Big-tail fusilier
Big-tailed besugo
