Aáhi taria
Leafy leatherjacket
Leafy seadragon
Leaping african mullet
Leaping barb
Leaping blenny
Leaping bonito
Leaping flying-fish
Leaping flyingfish
Leaping gray mullet
Leaping grey mullet
Leaping guabine
Leaping mullet
Leaping rockskipper
Leaping silver-bar
Learned rockfich
Least brook lamprey
Least butterflyfish
Least Chub
Least cisco
Least darter
Least killifish
Least madtom
Least pearlfish
Least pencilfish
Least puffer
Least rasbora
Least silverside
Leastfoot blenny
Leather bass
Leather carp
Leather coat
Leather jacket
leather skin
Leather-fish
Leatherback
Leatherback jack
Leatherback lae
Leathercoat
Leatherfin lumpsucker
Leatherjack
Leatherjacket
Leatherjacket grunter
Leatherside chub
Leatherskin
Leatherskin queenfish
Leathery grunter
Lebranche mullet
Lee's tonguefish
Leefish
Leerfish
Leeuwin threefin
Leeuwin triplefin
Lefteye flounder
Leggett's rainbowfish
Leggy
Legless cuskeel
Legless searsid
Legless tubeshoulder
Leh triplophysa-loach
Lehi
Lei trigger
Lei triggerfish
Leichhardt's sawfish
Leichhardtian bony bream
Leichhardts sawfish
Leis' coralbrotula
Leister sculpin
Leka Keppe
Leleup's carp
Lembeh rockskipper
Lemon butterfly
Lemon butterflyfish
Lemon coral goby
Lemon coral-goby
Lemon coralgoby
Lemon dab
Lemon damsel
Lemon damselfish
Lemon fish
Lemon fish damsel
Lemon ghost flathead
Lemon goby
Lemon meringue wrasse
Lemon peel
Lemon sailfin
Lemon shark
Lemon sole
Lemon sweetlip
Lemon sweetlips
Lemon tetra
Lemon wrasse
Lemon-Finned Killi
Lemon-striped pygmy hogfish
Lemon-yellow butterfish
Lemoneye grunt
Lemonfish
Lemonpeel angelfish
Lemprieres skate
Lena gudgeon
Lena River sturgeon
Lena tugun
Lengthened shape
Lennard's wrasse
Lenok
Lentil moray
Leon Springs Pupfish
Leopard barbel
Leopard blenniella
Leopard blenny
Leopard bushfish
Leopard cat shark
Leopard catfish
Leopard catshark
Leopard cod
Leopard coral trout
Leopard coral-trout
Leopard coralcod
Leopard coralgrouper
Leopard corydoras
Leopard cusk eel
Leopard cusk-eel
Leopard dace
Leopard danio
Leopard darter
Leopard dwarfgoby
Leopard eel
Leopard Epaulette shark
Leopard fish
Leopard flounder
Leopard goby
Leopard grouper
Leopard hind
Leopard jawfish
Leopard loach
Leopard mandarin fish
Leopard moray
Leopard moray eel
Leopard perch
Leopard pleco
Leopard pufferfish
Leopard ray
Leopard rock cod
Leopard rock skipper
Leopard rockcod
Leopard rockskipper
Leopard scat
Leopard searobin
Leopard shark
Leopard sharpnose puffer
Leopard skate
Leopard splitfin
Leopard squeaker
Leopard stingray
Leopard toadfish
Leopard toby
Leopard torpedo
Leopard trout
Leopard whip ray
Leopard whipray
Leopard wirrah
Leopard wrasse
Leopard-cod
Leopard-spotted goby
Leopard-spotted swellshark
Leprous platanna-klipfish
Leptocephalus prawn-goby
Lerma catfish
Lerma chub
Lerma livebearer
Lesbos stone loach
Lesser African threadfin
Lesser African threadfish
Lesser amberjack
Lesser argentine
Lesser bonito
Lesser bream
Lesser butterfly ray
Lesser devil ray
Lesser devilray
Lesser dolphin
Lesser dolphin-fish
Lesser electric ray
Lesser fan-tailed ray
Lesser fantail ray
Lesser filamented sculpin
Lesser fork-beard
Lesser forkbeard
Lesser grey mullet
Lesser Guinean devil ray
Lesser Guinean mobula
Lesser guitarfish
Lesser gurnard
Lesser halibut
Lesser livebearing sculpin
Lesser moray
Lesser orange brotula
Lesser pipefish
Lesser prickleback
Lesser queenfish
Lesser redfish
Lesser salmon catfish
Lesser sand-eel
Lesser sandeel
Lesser sandshark
Lesser sardine
Lesser scorpionfish
Lesser silver smelt
Lesser soupfin shark
Lesser spangled emperor
Lesser spiny eel
Lesser spotted dogfish
Lesser spotted flying-fish
Lesser tassel-fish
Lesser thrush eel
Lesser thrush-eel
Lesser tiger toothed croaker
Lesser tiger-toothed croaker
Lesser tigertooth croaker
Lesser tunny
Lesser weever
Lesser weever fish
Lesser-spotted leatherjacket
Lesson's sweetlips
Lesson's thicklip
Lestia
Lesueur's goby
Lethrinops green face
Lethrinops red flush
Lethrinops rounded head
Lethrinops small green
Lethrinops yellow-black dorsal
Letter opener
Leutenant surgeonfish
Levantine loach
Level finned eel
Lever-finned eel
Levovagan
Lewis' round herring
Lexa
Lexola
Leyland's skate
Lez sculpin
Liberian swamp eel
Liberty mollie
Lichen Moray
Lichtenstein's Seahorse
Licorice gourami
Licoricemouth cucumberfish
Lidwill's dwarf goby
Lidwill's dwarfgoby
Liechtenstein's goby
Lieutenant surgeon
Lieutenant surgeonfish
Lifehouse dwarfgoby
Light colored wrasse fish
Light-back tullibee
Light-colored garfish
Light-tip shark
Light's bitterling
Lightfish
Lightheaded dottyback
Lighthouse lizardfish
Lightless loosejaw
Lightning man triplefin
Lightning-man threefin
Lightnose Skate
Lightspot corydoras
Lilac-banded parrotfish
Lilac-tip basslet
Lilac-tipped seaperch
Lima shovelnose
Limace des pétoncles
Limbaugh's chromis
Limbaugh's damselfish
Lime green wrasse
Limespot butterflyfish
Limones splitfin
Limp eelpout
Limpid cardinal
Limpid-wing flyingfish
Limpopo rock catlet
Lindeman Island pipefish
Lindman's grenadier anchovy
Lindog
Line butterflyfish
Line-eye
Line-spot harp-tail
Line-spot harptail blenny
Line-spotted barb
Linear blenny
Lineated blenny
Lineated butterfly-fish
Lineated butterflyfish
Lineblotch wrasse
Linecheek tank goby
Lined barb
Lined blenny
Lined blubber-lips
Lined bristletooth
Lined butterfly
Lined butterflyfish
Lined cardinalfish
Lined cat shark
Lined catfish
Lined catshark
Lined chisel-tooth wrasse
Lined chromis
Lined chub
Lined clingfish
Lined comb-tooth
Lined combtooth blenny
Lined combtooth-blenny
Lined conger
Lined coral trout
Lined coralblenny
Lined coris
Lined cusk
Lined cutlassfish
Lined dartfish
Lined dottyback
Lined drum
Lined fangblenny
Lined frogfish
Lined grunt
Lined grunter
Lined gudgeon
Lined hogfish
Lined hover goby
Lined javelinfish
Lined lantern shark
Lined lanternshark
Lined monacle bream
Lined piggy
Lined ponyfish
Lined puller
Lined rabbitfish
Lined rainbow-fish
Lined rockskipper
Lined round stingray
Lined seahorse
Lined silver grunt
Lined silver grunter
Lined silverside
Lined soapfish
Lined sole
Lined spine-cheek
Lined spinecheek
Lined stingfish
Lined surgeon
Lined surgeonfish
Lined sweetlips
Lined tamarin
Lined topminnow
Lined triggerfish
Lined Triplefin
Lined unicornfish
Lined wrasse
Lined-tail blenniella
Linedfin rockskipper
Linen skate
Linesider
Linespot cardinalfish
Linespot fangblenny
Linespot flasherwrasse
Linespotted barb
Linespotted saisi-barb
Linespotted ufipa barb
Linestop lanternfish
Ling
Ling cod
Ling cod-fish
Ling's armour gurnard
Lingcod
Lingyun loach
Link's goby
Linne's flying fish
Lion fish
Lionfish
Lionhead
Lionhead cichlid
Liparia
Lipless messmate-fish
Lippe
Lipper
Lipspot moray
Lipstick darter
Lipstick dottyback
Lipstick goby
Lipstick leporinus
Lipstick surgeonfish
Lisa's Pacific telescope fish
Lisan
Liseta mullet
Listless melamphid fish
Little amberjack
Little Amu-Darya shovelnose
Little Anchovy
Little Baikal oilfish
Little banded eel
Little barracuda
Little bellowsfish
Little bigscale
Little black ghost shark
Little blue shark
Little bonito
Little clingfish
Little Colorado Spinedace
Little common skate
Little conger
Little conger eel
Little croaker
Little dolphin
Little dory
Little dragon sculpin
Little dragonfish
Little fairy basslet
Little filefish
Little galaxias
Little glider goby
Little glidergoby
Little gulper shark
Little gurnard perch
Little hooded triplefin
Little jack
Little jew-perch
Little jewfish
Little kelp fish
Little mahimahi
Little maori
Little maori wrasse
Little moray
Little numbfish
Little pineapple fish
Little pineapplefish
Little pipefish
Little pipehorse
Little Priest
Little Pygmy Perch
Little rainbow wrasse
Little red cardinalfish
Little red gurnard
Little redfish
Little rock whiting
Little rockfish
Little sand-dragonet
Little sawshark
Little scorpionfish
Little sculpin
Little shovelnose sturgeon
Little siphonfish
Little skate
Little Sleeper Shark
Little sleeper-goby
Little snook
Little soldierfish
Little spinefoot
Little stingfish
Little summer skate
Little tailband cardinalfish
Little tuna
Little tunny
Little unicorn
Little velvetfish
Little weed whiting
Little weedfish
Little whiptail
Little wolf
Little yellow croaker
Little-eye herring
Little-eye round herring
Little-eyed skate
Little-scale threadfin
Littlefin anchovy
Littlehead porgy
Littlemouth flounder
Littlemouth porgy
Littlescale threadfin
Littletooth sandeater
Littoral Crozet spiny plounderfish
Littoral cusk
Littoral needle fish
Littoral needlefish
Live shark-sucker
Live sharksucker
Live-bearded rockling
Live-bearing tooth-carp
Livebearing fish
Liver-colored moray eel
Livno masnica
Liza
Lizard
Lizard cabillus
Lizard catshark
Lizard fish
Lizard goby
Lizard gudgeon
Lizard triplefin
Lizardfish
llanos mosquitofish
Lloyd's slickhead
Loach
Loach goby
Loach minnow
Loach nimmow
Loader
Lobe-jawed rockfish
Lobe-lip notothen
Lobed dreamer
Lobed ghost goby
Lobed ghostgoby
Lobed river mullet
Lobed stingaree
Lobefin snailfish
Lobejaw ilisha
Lobel's lizardfish
Lobetoothed piranha
Lobisomem
Loch
Loch leven trout
Locks
Locusthead
Lodde
Loeme lampeye
Lofty triplefin
Log perch
Logperch
Logy fish
Loki whip-goby
Loktak loach
Lollipop cat shark
Lollipop catshark
Lollipop darter
Lollypop darter
Lombardy brook lamprey
Lombok goatfish
Lombok sole
Lombok Swallowtail
Lombok viviparous brotula
London cut cure
Lonely clingfish
Lonely coralbrotula
Lonf-spinned red bream
Long anchovy
Long barbeled grunter
Long billed half beak
Long billed halfbeak
Long blue-lined wrasse
Long corseletted frigate mackerel
Long cudja
Long dorsal fin pompano
Long face emperor
Long fin Kerala barb
Long fin tunny
Long finned cat
Long finned characin
Long finned eel
Long finned goby
Long finned mako shark
Long green wrasse
Long grinner
Long horned cowfish
Long jawed squirrelfish
Long john
Long lefteye flounder
Long moray
Long nose
Long nose boarfish
Long nose butterfly
Long nose cavalla
Long nose hawkfish
Long nosed loach
Long nosed shark
Long nosed skate
Long nosed snipefish
Long nostril jawfish
Long pectoral fin flounder
Long pectoral-fin carp
Long pectoral-fin minnow
Long rough dab
Long roughy
Long snout flounder
Long snouted barb
Long snouted lancetfish
Long spiky-head carp
Long spin dragonet
Long spined red bream
Long spined tripod fish
Long tailed stingray
Long tom
Long tongue sole
Long tongue-sole
Long tonguesole
Long tounge sole
Long whiskered catfish
Long whiskered Kerala catfish
Long whiskers catfish
Long-armed mullet
Long-barbel goatfish
Long-barbel sheatfish
Long-barbeled goatfish
Long-barbeled sea catfish
Long-beaked butterfly fish
Long-beaked garfish
Long-bill
Long-billed garfish
Long-billed halfbeak
Long-bodied mackerel-scad
Long-bodied roundscad
Long-bodied scad
Long-fin armored catfish
Long-fin glass catfish
Long-fin goatfish
Long-fin righteye flounder
Long-fin Smooth-head
Long-fin tunny
Long-fingered icefish
Long-fingered scorpionfish
Long-finned albacore
Long-finned basslet
Long-finned batfish
Long-finned beryx
Long-finned boarfish
Long-finned bream
Long-finned bullseye
Long-finned cambeva
Long-finned cavalla
Long-finned Characin
Long-finned charr
Long-finned cod
Long-finned croaker
Long-finned dottyback
Long-finned drummer
Long-finned eel
Long-finned escolar
Long-finned fairy basslett
Long-finned galaxias
Long-finned gangetic anchovy
Long-finned garfish
Long-finned gemfish
Long-finned gizzard shad
Long-finned glass tetra
Long-finned goby
Long-finned grey mullet
Long-finned grouper
Long-finned gudgeon
Long-finned gurnard
Long-finned herring
Long-finned lizardfish
Long-finned mojarra
Long-finned mullet
Long-finned perch
Long-finned pike
Long-finned pomfret
Long-finned rock cod
Long-finned rockcod
Long-finned rudderfish
Long-finned saury
Long-finned seapike
Long-finned silver biddy
Long-finned silver-biddy
Long-finned sole
Long-finned trevally
Long-finned tuna
Long-finned waspfish
Long-finned worm eel
Long-head pipefish
Long-headed goby
Long-horn cowfish
Long-horn unicorn fish
Long-horned anchovy
Long-horned cowfish
Long-jaw anchovy
Long-jaw flounder
Long-jaw threefin
Long-jawed anchovy
Long-jawed garfish
Long-jawed mackerel
Long-jawed moray
Long-jawed river garfish
Long-jawed river-garfish
Long-jawed squirrelfish
Long-limb threadfin
Long-lobed damsel
Long-nose butterflyfish
Long-nose cavalla
Long-nose eel
Long-nose emperor
Long-nose grey shark
Long-nose grunter
Long-nose hawk
Long-nose hawkfish
Long-nose sooty grunter
Long-nose trevally
Long-nose weed whiting
Long-nosed burton skate
Long-nosed butterflyfish
Long-nosed chimaera
Long-nosed coralfish
Long-nosed Elephant Fish
Long-nosed emperor
Long-nosed flathead
Long-nosed flounder
Long-nosed gar
Long-nosed gudgeon
Long-nosed parrotfish
Long-nosed Siberian sturgeon
Long-nosed skate
Long-nosed sucker
Long-nosed tripodfish
Long-nosed weed-fish
Long-ray bony bream
Long-ray searobin
Long-rayed dwarf monocle bream
Long-rayed mojarra
Long-rayed rock whiting
Long-rayed sand-diver
Long-rayed silver biddy
Long-rayed stinkfish
Long-rayed weed whiting
Long-scaled mullet
Long-snout cling-goby
Long-snout clingfish
Long-snout dace
Long-snout flathead
Long-snout gurnard perch
Long-snout sponge-goby
Long-snouted barb
Long-snouted blenny
Long-snouted boarfish
Long-snouted butterfly fish
Long-snouted flounder
Long-snouted pipefish
Long-snouted seahorse
Long-snouted shovelnose ray
Long-snouted tongue sole
Long-snouted unicornfish
Long-spine anglerfish
Long-spine cardinal
Long-spine cardinalfish
Long-spine porcupinefish
Long-spine rock cod
Long-spine silverbelly
Long-spined anglerfish
Long-spined flathead
Long-spined glass perchlet
Long-spined perchlet
Long-spined pony-fish
Long-spined porcupine fish
Long-spined porcupinefish
Long-spined sculpin
Long-spined snook
Long-spined tripod fish
Long-spined tripodfish
Long-spined waspfish
Long-spot snapper
Long-tail dragonet
Long-tail ghostpipefish
Long-tail perch
Long-tail puller
Long-tail tripodfish
Long-tailed anchovy
Long-tailed butterfly ray
Long-tailed catfish
Long-tailed catfish eel
Long-tailed dragonfish
Long-tailed eel
Long-tailed goby
Long-tailed groppo
Long-tailed Pethia
Long-tailed river stingray
Long-tailed shark
Long-tailed snapper
Long-tailed stingaree
Long-tailed wrasse
Long-threaded dragon fish
Long-tooth anglemouth
Long-toothed false moray
Long-whiskered catfish
Long-whiskers catfish
Longaram mullet
Longarm brotula
Longarm flounder
Longarm grenadier
Longarm mullet
Longarmed snake eel
Longarrn Brotula
Longbarb dragonfish
Longbarb scaly dragonfish
Longbarb whiptail
Longbarbel goatfish
Longbarbeled goatfish
Longbeard barb
Longbeard grenadier
Longbeard plunderfish
Longbeard whiptail
Longbill halfbeak
Longbill Spearfish
Longbone shad
Longcomb sawfish
Longear eelpout
Longear sunfish
Longeared snailfish
Longeye conger
Longface eel
Longface emperor
Longface wrasse
Longfang moray
Longfin
Longfin African conger
Longfin anchovy
Longfin angelfish
Longfin anthias
Longfin armorhead
Longfin Baikal sculpin
Longfin bannerfish
Longfin barb
Longfin barracudina
Longfin basslet
Longfin batfish
Longfin bigeye
Longfin Blenny
Longfin boarfish
Longfin bonefish
Longfin burrower
Longfin cat shark
Longfin catshark
Longfin cavalla
Longfin cigarfish
Longfin cod
Longfin codling
Longfin conger
Longfin crevalle jack
Longfin croaker
Longfin Cucumberfish
Longfin dace
Longfin damselfish
Longfin darter
Longfin devil ray
Longfin dottyback
Longfin dragonfish
Longfin drum
Longfin eel
Longfin emperor
Longfin escolar
Longfin eyebrowfish
Longfin fairygoby
Longfin fathead
Longfin flathead
Longfin flounder
Longfin freshwater eel
Longfin garfish
Longfin gizzard shad
Longfin grenadier
Longfin grey mullet
Longfin grouper
Longfin gunnel
Longfin gurnard
Longfin hagfish
Longfin hake
Longfin halfbeak
Longfin handfish
Longfin icedevil
Longfin Irish lord
Longfin killie
Longfin kingfish
Longfin kob
Longfin lampfish
Longfin lanternfish
Longfin largemouth
Longfin lizardfish
Longfin mako
Longfin mojarra
Longfin mullet
Longfin ox ray
Longfin Pacific anchovy
Longfin pearleye
Longfin perch
Longfin perchlet
Longfin pike
Longfin pompano
Longfin pterolebias
Longfin rockcod
Longfin salema
Longfin sanddab
Longfin saury
Longfin sawpalate
Longfin sawtail cat shark
Longfin scorpionfish
Longfin sculpin
Longfin seasnail
Longfin shrimpgoby
Longfin silver biddy
Longfin silver-biddy
Longfin silverbiddy
Longfin silverside
Longfin slickhead
Longfin smelt
Longfin smooth-head
Longfin snailfish
Longfin snake eel
Longfin snake-eel
Longfin snapper
Longfin sole
Longfin spadefish
Longfin spaghetti eel
Longfin spotted snake eel
Longfin spotted snake-eel
Longfin stingfish
Longfin Svetovidov's char
Longfin tetra
Longfin tilapia
Longfin trevally
Longfin tuna
Longfin tunny
Longfin velvetfish
Longfin waspfish
Longfin work eel
Longfin worm eel
Longfin wreckfish
Longfin yellowtail
Longfin-mullet
Longfinger anchovy
Longfinger scorpionfish
Longfingered scorpionfish
Longfinned batfish
Longfinned beryx
Longfinned boarfish
Longfinned bullseye
Longfinned coralbrotula
Longfinned eel
Longfinned flounder
Longfinned goby
Longfinned hagfish
Longfinned halfbeak
Longfinned mako shark
Longfinned mullet
Longfinned sole
Longfinned threadfin
Longfinned triplefin
Longfinned worm eel
Longhead cat shark
Longhead catshark
Longhead dab
Longhead darter
Longhead flathead
Longhead grenadier
Longhead grunt
Longhead moray
Longheaded eagle ray
Longhorn blenny
Longhorn cowfish
Longhorn sculpin
Longhorn unicornfish
Longhorned mobula
Longjaw
Longjaw bigscale
Longjaw blenny
Longjaw bonefish
Longjaw chub
Longjaw cisco
Longjaw glassnose
Longjaw goby
Longjaw grenadier anchovy
Longjaw jawfish
Longjaw leatherjack
Longjaw leatherjacket
Longjaw mackerel
Longjaw minnow
Longjaw mudsucker
Longjaw river garfish
Longjaw rockfish
Longjaw shrimpgoby
Longjaw silverside
Longjaw squirrelfish
Longjaw tetra
Longjaw thryssa
Longjaw triplefin
Longjawed galaxias
Longjawed herring
Longjawed kokopu
Longlip jumprock
Longlip spotted catshark
Longlure flounder
Longlure frogfish
Longman's sea perch
Longmans dogshark
Longmouth croaker
Longmouth jewfish
Longneck croaker
Longneck eel
Longneck ladyfish
Longnose anchovy
Longnose armoured searobin
Longnose batfish
Longnose blacktail shark
Longnose butterfly fish
Longnose butterflyfish
Longnose cat shark
Longnose catshark
Longnose cavalla
Longnose chimaera
Longnose conger
Longnose corydoras
Longnose cusk-eel
Longnose dace
Longnose darter
Longnose deep-sea skate
Longnose deepsea skate
Longnose dogfish
Longnose dogshark
Longnose eagle ray
Longnose emperor
Longnose filefish
Longnose flathead
Longnose gar
Longnose greeneye
Longnose grenadier
Longnose grey shark
Longnose grey whaler
Longnose grunter
Longnose gulper shark
Longnose gurnard
Longnose hapuku
Longnose hawkfish
Longnose hound shark
Longnose houndshark
Longnose killifish
Longnose lancetfish
Longnose leg skate
Longnose little warty catfish
Longnose loach
Longnose marbled whip ray
Longnose parrotfish
Longnose pigface bream
Longnose poacher
Longnose puffer
Longnose pygmy shark
Longnose rattail
Longnose saw shark
Longnose sawshark
Longnose sawtail cat shark
Longnose seabat
Longnose seahorse
Longnose shiner
Longnose skate
Longnose snailfish
Longnose sooty grunter
Longnose spiny dogfish
Longnose spookefish
Longnose spookfish
Longnose spurdog
Longnose stingray
Longnose stonebasher
Longnose sucker
Longnose surgeonfish
Longnose tang
Longnose tapirfish
Longnose trevally
Longnose unicornfish
Longnose velvet dogfish
Longnose weedfish
Longnosed butterflyfish
Longnosed chimaera
Longnosed eel
Longnosed emperor
Longnosed filefish
Longnosed pipefish
Longnosed skate
Longnosed snapper
Longnosed stargazer
Longnosed velvet dogfish
Longraker trevally
Longrakered trevally
Longray cusk
Longray fangjaw
Longray ghost flathead
Longray monocle bream
Longray seadevil
Longray spiderfish
Longray weed whiting
Longray whiptail
Longrayed dwarf monocle bream
Longrayed whiptail
Longsnout bellowfish
Longsnout blacksmelt
Longsnout boarfish
Longsnout butterfly ray
Longsnout butterflyfish
Longsnout catfish
Longsnout corydoras
Longsnout deepsea smelt
Longsnout distichodus
Longsnout dogfish
Longsnout eelpout
Longsnout filefish
Longsnout flathead
Longsnout flounder
Longsnout gurnard perch
Longsnout lancetfish
Longsnout No-line Scorpionfish
Longsnout pipefish
Longsnout prickleback
Longsnout sawfish
Longsnout scorpionfish
Longsnout scraper
Longsnout seahorse
Longsnout slickhead
Longsnout soldier
Longsnout spikefish
Longsnout stinger
Longsnout stingerfish
Longsnout trevally
Longsnouted butterflyfish
Longsnouted catfish
Longsnouted coralfish
Longsnouted lancetfish
Longspine African angler
Longspine bellowfish
Longspine burrfish
Longspine cardinal
Longspine cardinalfish
Longspine channel rockfish
Longspine chimaera
Longspine combfish
Longspine croaker
Longspine drum
Longspine emperor
Longspine flathead
Longspine glassfish
Longspine glassy
Longspine goby
Longspine grouper
Longspine grunt
Longspine ponyfish
Longspine porcupinefish
Longspine porgy
Longspine redbream
Longspine scorpionfish
Longspine seabream
Longspine seahorse
Longspine shrimpgoby
Longspine silverbiddy
Longspine snapper
Longspine snipefish
Longspine snook
Longspine squirrelfish
Longspine stargazer
Longspine thornyhead
Longspine tripodfish
Longspine-seabream
Longspined bullhead
Longspined greenling
Longspined porcupinefish
Longspined sea-scorpion
Longspined seabream
Longspot shrimpgoby
Longspot snapper
Longtail bass
Longtail black stingray
Longtail butterfly ray
Longtail catfish
Longtail cavalla
Longtail cod
Longtail conger
Longtail croaker
Longtail cusk
Longtail dragonet
Longtail dwarf goby
Longtail garfish
Longtail ghostpipefish
Longtail goby
Longtail ilisha
Longtail jawfish
Longtail knifefish
Longtail moray
Longtail ray
Longtail red snapper
Longtail seamoth
Longtail seamouth
Longtail shad
Longtail silver-biddy
Longtail silverbiddy
Longtail skate
Longtail slickhead
Longtail snapper
Longtail sole
Longtail Southern cod
Longtail spiny eel
Longtail spiny-eel
Longtail spinyeel
Longtail stingray
Longtail suckermouth
Longtail tentacle goby
Longtail tonguefish
Longtail torpedo
Longtail torpedo ray
Longtail trevally
Longtail tuna
Longtail weed whiting
Longtail-tuna
Longtailed butterfly-ray
Longtailed catfish
Longtailed dragonet
Longtailed jawfish
Longtailed ray
Longtailed red snapper
Longtailed sand-eel
Longtailed shortfaced eel
Longtailed skate
Longtailed slopefish
Longtailed spinyeel
Longtom
Longtooth Anglemouth
Longtooth cardinalfish
Longtooth grouper
Longtooth hairtail
Longtooth salmon
Longtoothed salmon
Longtrunk conger
Longwhip threadfin
Longwing searobin
Longwing spinyfin
Lonsdale's charr
Lonspine snipefish
Lontail ray
Lookdown
Lookdown dory
Lookdown fish
Lookup
Loose scaled anchovy
Loose-scaled anchovy
Loose-scaled sardine
Loosejaw
Loosescale grenadier
Loosescale slickhead
Loosescale smooth-head
Looseskin blenny
Looseskin eelpout
Loosetooth parrotfish
Lopez' unicornfish
Loppe's tadpole fish
Lord Howe black-head triplefin
Lord Howe butterflyfish
Lord Howe conger
Lord Howe coral fish
Lord Howe Dottyback
Lord Howe Island butterflyfish
Lord Howe Island flounder
Lord Howe Island moray
Lord Howe Island triplefin
Lord Howe longtail dragonet
Lord howe moray
Lord Howe pipefish
Lord Howe sandy
Lord Howe scaly-headed triplefin
Lord Howe Threefin
Lord Plunket's shark
Lord-fish
Lord's goby
Lord's Sicyopus
Lord's tasman goby
Lord's tasmangoby
Lorent'z archerfish
Lorentz catfish
Lorentz grunter
Lorentz River Sole
Lorentz' rainbowfish
Lorentz's grunter
Lorentz's rainbowfish
Loreto tetra
Lori's anthias
Lori's basslet
Lorna drum
Lortet’s barbell
Losera fangtooth pellonuline
Lost pipefish
Lost River Sucker
Lost sole
Louch
Louisiana pancake batfish
Louisiana pipefish
Louros spined loach
Louse fish
Louse-eating wrasse
Lousefish
Louvar
Lovely hatchetfish
Lovely perch
Lover's Lake killifish
Loveridge's barb
Low-crowned seahorse
Lowcrest hatchetfish
Lowcrown seahorse
Lowe's beryx
lower Amur grayling
Lowerest hatchetfish
Lowes berix
Loweye snailfish
Lowfin
Lowfin chub
Lowfin dartfish
Lowfin drummer
Lowfin gulper shark
Lowfin moray
Lowfin pomfret
Lowfin rudderfish
Lowfin scorpionfish
Lowfin silverbelly
Lowfin silverbiddy
Lowfin snailfish
Lowfinned rudderfish
Lowland cichlid
Lowland galaxias
Lowland livebearer
Lowland shiner
Lowly trevally
Lowveld largemouth
Lowveld largescale yellowfish
Lowveld rock catlet
Lowveld suckermouth
Lox
Loyalty deepwater cardinalfish
Lozano's goby
Lozenge skate
Lrye goby
Lualaba lampeye
Luambwa barb
Lubangu
Lubbock's chromis
Lubbock's combtooth-blenny
Lubbock's coralblenny
Lubbock's wrasse
Lubra-lip
Lucas barracuda
Lucas' sea-dragon
Lucaya cavebrotula
Lucifer
Lucifer dogfish
Lucifer shark
Lucky grouper
Lucky proach
Lucky sole
Lucretia's goby
Luculent wrasse
Luculentus wrasse
Luderick
Ludong hillstream loach
Luetken's lanternfish
Luika barb
Lulua River lampeye
Lumi trout
Luminescent cod
Luminescent pineconefish
Luminos fish
Luminous cardinalfish
Luminous cod
Luminous conger
Luminous deepsea cardinalfish
Luminous deepwater cardinalfish
Luminous fish
Luminous hake
Luminous lanternfish
Luminous shark
Luminous slickhead
Lump
Lumpfish
Lumphead
Lumpsucker
Lumptail searobin
Lumpy
Luna lion fish
Luna-tail
Lunar fusilier
Lunar lanternfish
Lunar tail cod
Lunar tailed bigeye
Lunar-tailed bigeye
Lunar-tailed bullseye
Lunar-tailed cod
Lunar-tailed coral-trout
Lunar-tailed glasseye
Lunar-tailed grouper
Lunar-tailed rock cod
Lunar-tailed rock-cod
Lunartail bigeye
Lunartail puffer
Lunartail seaperch
Lunartail snapper
Lunartailed cod
Lunate goldie
Lunate parrotfish
Lung-fish
Lunge
Lungfish
Lurking machete
Lush
Lusitanian cow-nose ray
Lusitanian cownose ray
Lusitanian sole
Lusitanian toadfish
Lutea sleeper
Luther's prawn-goby
Luther's shrimpgoby
Luther's spiny loach
Lutke's half-beak
Lutke's halfbeak
Lutkei halfbeak
Lütken's eelpout
Lutken's lantern fish
Luvar
Luvaru
Luzon anthias
Luzon basslet
Luzon goatfish
Luzon righteye flounder
Luzon sea-perch
Lycian spring minnow
Lydian barbel
Lyre goby
Lyre gurnard
Lyre-tail cod
Lyre-tail comb-tooth
Lyre-tail combtooth-blenny
Lyre-tail dart-goby
Lyre-tail grubfish
Lyre-tail hawkfish
Lyre-tail hogfish
Lyre-tail trout
Lyre-tailed Panchax
Lyrefin pearlfish
Lyrefinned checkerboard cichlid
Lyretail angelfish
Lyretail anthias
Lyretail blenny
Lyretail coral trout
Lyretail coralfish
Lyretail dottyback
Lyretail fairy basslet
Lyretail grouper
Lyretail hawkfish
Lyretail hogfish
Lyretail panchax
Lyretail pigfish
Lyretail seaperch
Lyretail trout
Lyretail wrasse
Lythe
Ma'ito
Maataa
Mabul sole
Mac Lelland's unicorn-codfish
Macabi tetra
Macabil
Macao sole
Macaronesian sharpnose-puffer
Macau sole
Macca
Macclelland's unicorn-cod
Macclesfield dragonet
Macclesfield longtail dragonet
Macculloch's rainbowfish
MacDonald's lanternfish
Macedonia shad
Macedonian barbel
Macedonian trout
Macedonian vimba
Machaca
Machete
Machida's coralbrotula
Mack's whiskery shark
Mackerabel
Mackerel
Mackerel icefish
Mackerel pike
Mackerel porbeagle
Mackerel roundscad
Mackerel scad
Mackerel shark
Mackerel trevalla
Mackerel tuna
Mackerel-pike
Mackereljack
Mackinaw trout
Macko
Macleay's crested pipefish
Macleay's glass perchlet
Macleay's glassfish
Macleay's perchlet
Macleay's threefin
Macleayi's glassfish
Macleays coachwhip ray
Maclot's shark
Macneill's assessor
Macquarie blobfish
Macquarie notoliparid
Macquarie perch
Macquaries
Macrourus whitsoni
Maculated electric ray
Maculated flounder
